snapshot_index,start_time,end_time,edges_scored,attack_edges_scored,benign_edges_scored,mean_score,max_score,min_score,mean_attack_score,mean_benign_score,auc,pr_auc
34,2017-07-07 03:50:00,2017-07-07 03:54:00,382,0,382,4.788891265529613,288.4043884277344,0.46836403012275696,0.0,4.788891265529613,NA,NA
35,2017-07-07 03:55:00,2017-07-07 03:59:00,664,1,663,48.56236763311976,23793.556640625,0.4311405122280121,23793.556640625,12.747896633132012,1.0,1.0
36,2017-07-07 04:00:00,2017-07-07 04:04:00,555,1,554,76.56773915795593,33444.60546875,0.43135330080986023,33444.60546875,16.336624122591225,1.0,1.0
37,2017-07-07 04:05:00,2017-07-07 04:09:00,463,2,461,91.32649818069218,30981.333984375,0.4418664276599884,19799.83056640625,5.8232267350281655,1.0,1.0
38,2017-07-07 04:10:00,2017-07-07 04:14:00,871,1,870,51.81744334618342,31886.712890625,0.4322291314601898,31886.712890625,15.225609498736501,1.0,1.0
39,2017-07-07 04:15:00,2017-07-07 04:19:00,644,1,643,18.747599110516333,7597.69775390625,0.4632640779018402,7597.69775390625,6.9607403938822205,1.0,1.0
40,2017-07-07 04:20:00,2017-07-07 04:24:00,682,0,682,3.7673853448321744,428.1687316894531,0.44955384731292725,0.0,3.7673853448321744,NA,NA
41,2017-07-07 04:25:00,2017-07-07 04:29:00,598,0,598,3.7354967488991377,506.7004089355469,0.43058669567108154,0.0,3.7354967488991377,NA,NA
42,2017-07-07 04:30:00,2017-07-07 04:34:00,562,0,562,2.694043438046428,259.09185791015625,0.4348176419734955,0.0,2.694043438046428,NA,NA
43,2017-07-07 04:35:00,2017-07-07 04:39:00,303,0,303,3.4648042184488212,191.55197143554688,0.46493756771087646,0.0,3.4648042184488212,NA,NA
44,2017-07-07 04:40:00,2017-07-07 04:44:00,578,0,578,4.785444115994299,595.375244140625,0.4294143319129944,0.0,4.785444115994299,NA,NA
45,2017-07-07 04:45:00,2017-07-07 04:49:00,386,0,386,3.7987487378670144,282.6339416503906,0.47639986872673035,0.0,3.7987487378670144,NA,NA
46,2017-07-07 04:50:00,2017-07-07 04:54:00,537,0,537,4.550175150568481,376.6736145019531,0.4305804669857025,0.0,4.550175150568481,NA,NA
47,2017-07-07 04:55:00,2017-07-07 04:59:00,669,0,669,3.733170299073862,395.798583984375,0.4419522285461426,0.0,3.733170299073862,NA,NA
48,2017-07-07 05:00:00,2017-07-07 05:02:00,355,0,355,3.1555962332537475,224.625,0.42999696731567383,0.0,3.1555962332537475,NA,NA
