snapshot_index,start_time,end_time,edges_scored,attack_edges_scored,benign_edges_scored,mean_score,max_score,min_score,mean_attack_score,mean_benign_score,auc,pr_auc
34,2017-07-07 03:50:00,2017-07-07 03:54:00,382,0,382,4.7008153688533145,272.6322937011719,0.5524914264678955,0.0,4.7008153688533145,NA,NA
35,2017-07-07 03:55:00,2017-07-07 03:59:00,664,1,663,43.58709955655308,21220.18359375,0.5456308722496033,21220.18359375,11.646531692007908,1.0,1.0
36,2017-07-07 04:00:00,2017-07-07 04:04:00,555,1,554,68.35790515982353,29915.873046875,0.49871626496315,29915.873046875,14.48152403759397,1.0,1.0
37,2017-07-07 04:05:00,2017-07-07 04:09:00,463,2,461,82.21088088009321,27732.271484375,0.5270733833312988,17723.5078125,5.67597011384633,1.0,1.0
38,2017-07-07 04:10:00,2017-07-07 04:14:00,871,1,870,46.48380597690217,28535.654296875,0.5482720732688904,28535.654296875,13.737632998858375,1.0,1.0
39,2017-07-07 04:15:00,2017-07-07 04:19:00,644,1,643,16.921138177099436,6784.81884765625,0.5501049160957336,6784.81884765625,6.395636296105422,1.0,1.0
40,2017-07-07 04:20:00,2017-07-07 04:24:00,682,0,682,3.1597144060557887,403.85260009765625,0.48963746428489685,0.0,3.1597144060557887,NA,NA
41,2017-07-07 04:25:00,2017-07-07 04:29:00,598,0,598,3.419742281221626,389.8133239746094,0.551181972026825,0.0,3.419742281221626,NA,NA
42,2017-07-07 04:30:00,2017-07-07 04:34:00,562,0,562,2.542360332830945,224.74649047851562,0.5489331483840942,0.0,2.542360332830945,NA,NA
43,2017-07-07 04:35:00,2017-07-07 04:39:00,303,0,303,3.1322272715002004,179.2322540283203,0.5536313652992249,0.0,3.1322272715002004,NA,NA
44,2017-07-07 04:40:00,2017-07-07 04:44:00,578,0,578,4.057010289294497,426.5503234863281,0.5520090460777283,0.0,4.057010289294497,NA,NA
45,2017-07-07 04:45:00,2017-07-07 04:49:00,386,0,386,3.615895699188499,269.6322937011719,0.5667084455490112,0.0,3.615895699188499,NA,NA
46,2017-07-07 04:50:00,2017-07-07 04:54:00,537,0,537,3.8543483748116305,345.5821838378906,0.5509971976280212,0.0,3.8543483748116305,NA,NA
47,2017-07-07 04:55:00,2017-07-07 04:59:00,669,0,669,3.2006467346475085,374.0904846191406,0.5515224933624268,0.0,3.2006467346475085,NA,NA
48,2017-07-07 05:00:00,2017-07-07 05:02:00,355,0,355,2.815180190180389,125.71501922607422,0.5491675734519958,0.0,2.815180190180389,NA,NA
